Date,aapl-open,aapl-close,amzn-open,amzn-close,googl-open,googl-close,hcity-open,hcity-close,isrg-open,isrg-close,msft-open,msft-close,nflx-open,nflx-close,nvda-open,nvda-close
9-Oct-17,155.81,155.84,993.24,990.99,995.0,992.31,21.49,21.53,363.54,354.61,75.97,76.29,199.1,196.87,182.79,185.39
6-Oct-17,154.97,155.3,975.64,989.58,980.0,993.64,21.21,21.48,362.09,361.47,75.67,76.0,194.3,198.02,179.65,181.3
5-Oct-17,154.18,155.39,970.0,980.85,972.79,985.19,21.81,21.43,1092.43,1089.68,75.22,75.97,185.65,194.39,181.86,180.77
4-Oct-17,153.63,153.48,954.21,965.45,971.76,966.78,21.75,21.81,1077.59,1084.9,74.0,74.69,181.41,184.45,179.62,180.87
3-Oct-17,154.01,154.48,958.0,957.1,967.56,972.08,21.95,21.74,1064.63,1073.89,74.67,74.26,177.65,179.19,179.25,179.37
2-Oct-17,154.26,153.81,964.0,959.19,975.65,967.47,21.81,21.94,1049.1,1060.48,74.71,74.61,182.11,177.01,180.8,179.0
29-Sep-17,153.21,154.12,960.11,961.35,966.0,973.72,21.69,21.8,1028.15,1045.88,73.94,74.49,180.73,181.35,179.08,178.77
28-Sep-17,153.89,153.28,951.86,956.4,956.25,964.81,21.56,21.79,1024.34,1025.88,73.54,73.87,181.25,180.7,176.02,175.68
27-Sep-17,153.8,154.23,948.0,950.87,942.74,959.9,21.8,21.66,1018.75,1024.08,73.55,73.85,181.01,181.97,175.62,175.73
26-Sep-17,151.78,153.14,945.49,938.6,936.69,937.43,21.79,21.79,1021.95,1016.64,73.67,73.26,180.7,179.38,176.45,171.96
25-Sep-17,149.99,150.55,949.31,939.79,939.45,934.28,21.94,21.69,1034.78,1017.34,74.09,73.26,186.46,178.55,177.75,171.0
22-Sep-17,152.02,151.89,961.01,955.1,942.77,943.26,21.8,21.93,1030.5,1031.52,73.99,74.41,188.4,187.35,180.3,179.0
21-Sep-17,155.8,153.39,971.31,964.65,948.13,947.55,21.61,21.83,1048.16,1030.21,75.11,74.21,185.82,188.78,181.64,180.76
20-Sep-17,157.9,156.07,971.79,973.21,937.73,947.54,21.69,21.51,1045.36,1046.37,75.35,74.94,186.1,185.51,187.5,185.84
19-Sep-17,159.51,158.73,977.25,969.86,933.41,936.86,22.0,21.69,1042.87,1045.47,75.21,75.44,184.98,185.68,185.51,187.35
18-Sep-17,160.11,158.67,990.4,974.19,935.01,929.75,22.09,22.0,1041.17,1046.29,75.23,75.16,183.61,184.62,185.14,187.55
15-Sep-17,158.47,159.88,993.01,986.79,940.09,935.29,21.73,22.02,1039.54,1038.03,74.83,75.31,182.73,182.35,172.86,180.11
14-Sep-17,158.99,158.28,996.8,992.21,946.0,940.13,21.7,21.73,1040.76,1040.5,75.0,74.77,183.25,182.63,168.79,169.4
13-Sep-17,159.87,159.65,983.97,999.6,945.5,950.44,21.86,21.71,1042.17,1042.88,74.93,75.21,184.07,183.64,168.59,170.37
12-Sep-17,162.61,160.86,983.27,982.58,946.92,946.65,22.1,21.95,1044.58,1045.0,74.76,74.68,182.55,185.15,170.0,169.61
11-Sep-17,160.5,161.5,974.46,977.96,947.2,943.29,21.87,22.04,1043.15,1045.48,74.31,74.76,178.1,181.74,165.54,169.0
8-Sep-17,160.86,158.63,979.1,965.9,949.7,941.41,22.05,21.86,1032.85,1042.59,74.33,73.98,178.45,176.42,166.11,163.69
7-Sep-17,162.09,161.26,974.0,979.47,944.25,949.89,21.71,22.04,1022.4,1036.47,73.68,74.34,178.8,179.0,166.49,166.58
6-Sep-17,162.71,161.91,968.32,967.8,943.87,942.02,21.97,21.96,1023.77,1022.37,73.74,73.4,175.25,179.25,167.24,165.81
5-Sep-17,163.75,162.08,975.4,965.27,946.86,941.48,22.0,21.7,1007.94,1021.44,73.34,73.61,173.4,174.52,168.38,165.91
4-Sep-17,163.75,162.08,975.4,965.27,946.86,941.48,22.03,21.99,1007.94,1021.44,73.34,73.61,173.4,174.52,168.38,165.91
1-Sep-17,164.8,164.05,984.2,978.25,957.47,951.99,22.08,21.99,1001.9,1006.75,74.71,73.94,175.55,174.74,169.95,170.46
31-Aug-17,163.64,164.0,974.7,980.6,946.3,955.24,22.04,22.02,996.01,1004.67,74.03,74.77,175.45,174.71,166.5,169.44
30-Aug-17,163.8,163.35,958.44,967.59,935.67,943.63,22.06,22.05,982.11,996.04,73.01,74.01,169.5,174.69,165.5,165.68
29-Aug-17,160.1,162.91,940.0,954.06,919.95,935.75,22.05,22.05,981.7,987.4,72.25,73.05,165.0,168.81,162.59,164.7
28-Aug-17,160.14,161.47,946.54,946.02,931.88,928.13,22.06,22.02,981.98,986.0,73.06,72.83,166.43,167.12,164.58,164.97
25-Aug-17,159.65,159.86,956.0,945.26,939.21,930.5,22.08,22.02,991.05,978.63,72.86,72.82,168.58,165.95,166.17,163.81
